id,business_name,city,service_needed,lead_tier,lead_score,phone,email,website,website_status,source,decision_maker,ai_recommendation,industry_context,status,created_at
19,Apollo Hospital Ahmedabad,Ahmedabad,Digital Marketing,HOT,86.0,+917966701800,info.ahd@apollohospitals.com,https://www.apollohospitals.com,Live,Google Maps,CEO,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hospitals in Ahmedabad. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:30
50,Haldiram Chandni Chowk,Delhi NCR,Website Development,HOT,86.0,,info@haldiram.com,https://www.haldiram.com,Live,JustDial,Owner,Outdated or missing website detected — losing potential clients to competitors with modern online presence.,REAL BUSINESS — Restaurants in Delhi NCR. Source: JustDial. Service needed: Website Development.,New,2026-05-17 08:28:32
56,Malaka Spice,Pune,Website Development,HOT,86.0,,info@malakaspice.com,https://malakaspice.com,Live,Google Maps,Founder,Outdated or missing website detected — losing potential clients to competitors with modern online presence.,REAL BUSINESS — Restaurants in Pune. Source: Google Maps. Service needed: Website Development.,New,2026-05-17 08:28:32
58,Cult.fit Mumbai,Mumbai,SEO Services,HOT,86.0,+918061002020,support@cult.fit,https://www.cult.fit,Live,Google Maps,Marketing Head,Not ranking on Google local searches — missing 70% of high-intent organic traffic.,REAL BUSINESS — Gyms in Mumbai. Source: Google Maps. Service needed: SEO Services.,New,2026-05-17 08:28:32
69,AKreations Salon Mumbai,Mumbai,Website Development,HOT,86.0,+917718033300,info@akreations.in,https://akreations.in,Live,Instagram,Marketing Head,Outdated or missing website detected — losing potential clients to competitors with modern online presence.,REAL BUSINESS — Salons in Mumbai. Source: Instagram. Service needed: Website Development.,New,2026-05-17 08:28:32
83,Vivanta Pune Hinjawadi,Pune,Digital Marketing,HOT,86.0,,vivanta.pune@tajhotels.com,https://www.tajhotels.com,Live,JustDial,Owner,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hotels in Pune. Source: JustDial. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
97,Meru International School,Hyderabad,Digital Marketing,HOT,86.0,+918101700700,info@meruinternationalschool.com,https://meruinternationalschool.com,Live,Google Maps,Founder,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Schools in Hyderabad. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
2,Nanavati Max Super Speciality Hospital,Mumbai,Digital Marketing,HOT,85.0,,info@nanavatimaxhospital.org,https://www.nanavatimaxhospital.org,Live,Google Maps,Marketing Head,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hospitals in Mumbai. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:29
9,BLK-MAX Super Speciality Hospital,Delhi NCR,Digital Marketing,HOT,85.0,,info@blkmaxhospital.com,https://www.blkmaxhospital.com,Live,JustDial,Owner,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hospitals in Delhi NCR. Source: JustDial. Service needed: Digital Marketing.,New,2026-05-17 08:28:30
12,Narayana Health City,Bangalore,Digital Marketing,HOT,85.0,+918071222222,info@narayanahealth.org,https://www.narayanahealth.org,Live,Google Maps,Founder,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hospitals in Bangalore. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:30
16,Sahyadri Hospitals,Pune,Digital Marketing,HOT,85.0,,info@sahyadrihospital.com,https://www.sahyadrihospital.com,Live,Google Maps,Marketing Head,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hospitals in Pune. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:30
36,Prestige Group,Bangalore,SEO Services,HOT,85.0,+918025591080,properties@prestigeconstructions.com,https://www.prestigeconstructions.com,Live,Google Maps,Marketing Head,Not ranking on Google local searches — missing 70% of high-intent organic traffic.,REAL BUSINESS — Real Estate in Bangalore. Source: Google Maps. Service needed: SEO Services.,New,2026-05-17 08:28:31
68,Lakme Salon Mumbai,Mumbai,Website Development,HOT,85.0,,info@lakmesalon.in,https://www.lakmesalon.in,Live,Google Maps,Owner,Outdated or missing website detected — losing potential clients to competitors with modern online presence.,REAL BUSINESS — Salons in Mumbai. Source: Google Maps. Service needed: Website Development.,New,2026-05-17 08:28:32
79,Taj Deccan Hyderabad,Hyderabad,Digital Marketing,HOT,85.0,,tdc.hyd@tajhotels.com,https://www.tajhotels.com,Live,Google Maps,Owner,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hotels in Hyderabad. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
80,Trident Hyderabad,Hyderabad,Digital Marketing,HOT,85.0,,reservations.hyd@tridenthotels.com,https://www.tridenthotels.com,Live,JustDial,Director,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hotels in Hyderabad. Source: JustDial. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
96,Oakridge International School,Hyderabad,Digital Marketing,HOT,85.0,,admissions@oakridge.in,https://oakridge.in,Live,JustDial,Director,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Schools in Hyderabad. Source: JustDial. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
39,My Home Group,Hyderabad,SEO Services,WARM,84.0,,info@myhomeconstructions.com,https://myhomeconstructions.com,Live,Google Maps,Owner,Not ranking on Google local searches — missing 70% of high-intent organic traffic.,REAL BUSINESS — Real Estate in Hyderabad. Source: Google Maps. Service needed: SEO Services.,New,2026-05-17 08:28:31
100,Apple Global School Ahmedabad,Ahmedabad,Digital Marketing,WARM,84.0,+917573001612,info@appleglobalschool.com,https://appleglobalschool.com,Live,Google Maps,Director,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Schools in Ahmedabad. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
22,Dent Heal Clinics,Mumbai,SEO Services,WARM,83.0,,info@dentheal.com,https://dentheal.com,Live,Google Maps,Director,Not ranking on Google local searches — missing 70% of high-intent organic traffic.,REAL BUSINESS — Clinics in Mumbai. Source: Google Maps. Service needed: SEO Services.,New,2026-05-17 08:28:30
87,Taj Lands End Mumbai,Mumbai,Digital Marketing,WARM,83.0,,tle.bom@tajhotels.com,https://www.tajhotels.com,Live,Google Maps,Director,No active Google Ads or social media campaigns — brand visibility critically low.,REAL BUSINESS — Hotels in Mumbai. Source: Google Maps. Service needed: Digital Marketing.,New,2026-05-17 08:28:33
46,The Bombay Canteen,Mumbai,Website Development,WARM,82.0,,reservations@thebombaycanteen.com,https://www.thebombaycanteen.com,Live,Google Maps,Owner,Outdated or missing website detected — losing potential clients to competitors with modern online presence.,REAL BUSINESS — Restaurants in Mumbai. Source: Google Maps. Service needed: Website Development.,New,2026-05-17 08:28:32
